Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Oct 01 06:04:14.000 INFO Synced                                  slot: 414920, block: 0x710f…5419, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 52, service: slot_notifier
Oct 01 06:04:20.844 INFO New block received                      hash: 0x9720…c935, slot: 414921
Oct 01 06:04:26.000 INFO Synced                                  slot: 414921, block: 0x9720…c935, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:04:38.000 INFO Synced                                  slot: 414922, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:04:50.000 INFO Synced                                  slot: 414923, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 50, service: slot_notifier
Oct 01 06:04:56.955 INFO New block received                      hash: 0x197e…672b, slot: 414924
Oct 01 06:05:02.000 INFO Synced                                  slot: 414924, block: 0x197e…672b, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:05:14.000 INFO Synced                                  slot: 414925, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 51, service: slot_notifier
Oct 01 06:05:26.000 INFO Synced                                  slot: 414926, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 51, service: slot_notifier
Oct 01 06:05:35.330 INFO New block received                      hash: 0xe753…1903, slot: 414927
Oct 01 06:05:38.001 INFO Synced                                  slot: 414927, block: 0xe753…1903, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 55, service: slot_notifier
Oct 01 06:05:44.829 INFO New block received                      hash: 0x39cb…b205, slot: 414928
Oct 01 06:05:50.000 INFO Synced                                  slot: 414928, block: 0x39cb…b205, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 52, service: slot_notifier
Oct 01 06:05:57.034 INFO New block received                      hash: 0x4c98…e494, slot: 414929
Oct 01 06:06:02.000 INFO Synced                                  slot: 414929, block: 0x4c98…e494, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:06:10.015 INFO New block received                      hash: 0x191a…390a, slot: 414930
Oct 01 06:06:14.000 INFO Synced                                  slot: 414930, block: 0x191a…390a, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 51, service: slot_notifier
Oct 01 06:06:20.873 INFO New block received                      hash: 0xbad5…4cde, slot: 414931
Oct 01 06:06:26.000 INFO Synced                                  slot: 414931, block: 0xbad5…4cde, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:06:38.000 INFO Synced                                  slot: 414932, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 54, service: slot_notifier
Oct 01 06:06:50.001 INFO Synced                                  slot: 414933, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 50, service: slot_notifier
Oct 01 06:06:56.916 INFO New block received                      hash: 0xaeae…a03a, slot: 414934
Oct 01 06:07:02.001 INFO Synced                                  slot: 414934, block: 0xaeae…a03a, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 53, service: slot_notifier
Oct 01 06:07:09.566 INFO New block received                      hash: 0xc8c4…e62e, slot: 414935
Oct 01 06:07:14.001 INFO Synced                                  slot: 414935, block: 0xc8c4…e62e, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 50, service: slot_notifier
Oct 01 06:07:21.465 INFO New block received                      hash: 0x320a…e612, slot: 414936
Oct 01 06:07:26.000 INFO Synced                                  slot: 414936, block: 0x320a…e612, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 51, service: slot_notifier
Oct 01 06:07:33.116 INFO New block received                      hash: 0xdd09…759e, slot: 414937
Oct 01 06:07:38.000 INFO Synced                                  slot: 414937, block: 0xdd09…759e, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 52, service: slot_notifier
Oct 01 06:07:45.763 INFO New block received                      hash: 0x26d8…fcee, slot: 414938
Oct 01 06:07:50.000 INFO Synced                                  slot: 414938, block: 0x26d8…fcee, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 52, service: slot_notifier
Oct 01 06:08:02.000 INFO Synced                                  slot: 414939, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 54, service: slot_notifier
Oct 01 06:08:14.001 INFO Synced                                  slot: 414940, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 50, service: slot_notifier
Oct 01 06:08:20.456 INFO New block received                      hash: 0x6956…299e, slot: 414940
Oct 01 06:08:22.247 INFO New block received                      hash: 0x2b7f…7985, slot: 414941
Oct 01 06:08:26.000 INFO Synced                                  slot: 414941, block:    …  empty, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 55, service: slot_notifier
Oct 01 06:08:32.905 INFO New block received                      hash: 0x0095…b456, slot: 414942
Oct 01 06:08:38.000 INFO Synced                                  slot: 414942, block: 0x0095…b456, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 55, service: slot_notifier
Oct 01 06:08:44.751 INFO New block received                      hash: 0xafa3…b2a0, slot: 414943
Oct 01 06:08:50.001 INFO Synced                                  slot: 414943, block: 0xafa3…b2a0, epoch: 12966, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 51, service: slot_notifier
Oct 01 06:09:02.000 INFO Synced                                  slot: 414944, block:    …  empty, epoch: 12967, finalized_epoch: 12964, finalized_root: 0xd796…e783, peers: 54, service: slot_notifier
Oct 01 06:09:04.622 INFO New block received                      hash: 0xa7f2…8d24, slot: 414944
Oct 01 06:09:14.000 INFO Synced                                  slot: 414945, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:09:26.000 INFO Synced                                  slot: 414946, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:09:33.320 INFO New block received                      hash: 0x2906…fc11, slot: 414947
Oct 01 06:09:38.001 INFO Synced                                  slot: 414947, block: 0x2906…fc11, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:09:44.897 INFO New block received                      hash: 0x0d54…4680, slot: 414948
Oct 01 06:09:50.001 INFO Synced                                  slot: 414948, block: 0x0d54…4680, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:10:02.000 INFO Synced                                  slot: 414949, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:10:09.013 INFO New block received                      hash: 0xc893…58c6, slot: 414950
Oct 01 06:10:14.000 INFO Synced                                  slot: 414950, block: 0xc893…58c6, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:10:21.880 INFO New block received                      hash: 0xd931…d4fc, slot: 414951
Oct 01 06:10:26.000 INFO Synced                                  slot: 414951, block: 0xd931…d4fc, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:10:38.000 INFO Synced                                  slot: 414952, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:10:50.001 INFO Synced                                  slot: 414953, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:10:57.643 INFO New block received                      hash: 0xade3…9e75, slot: 414954
Oct 01 06:11:02.000 INFO Synced                                  slot: 414954, block: 0xade3…9e75, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:11:08.914 INFO New block received                      hash: 0x2d2f…25ec, slot: 414955
Oct 01 06:11:14.000 INFO Synced                                  slot: 414955, block: 0x2d2f…25ec, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:11:20.917 INFO New block received                      hash: 0x9bd1…d911, slot: 414956
Oct 01 06:11:26.000 INFO Synced                                  slot: 414956, block: 0x9bd1…d911, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:11:38.001 INFO Synced                                  slot: 414957, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:11:45.424 INFO New block received                      hash: 0xb72b…1682, slot: 414958
Oct 01 06:11:50.000 INFO Synced                                  slot: 414958, block: 0xb72b…1682, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:11:56.588 INFO New block received                      hash: 0x708e…803a, slot: 414959
Oct 01 06:12:02.000 INFO Synced                                  slot: 414959, block: 0x708e…803a, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:12:09.255 INFO New block received                      hash: 0x3381…082d, slot: 414960
Oct 01 06:12:14.000 INFO Synced                                  slot: 414960, block: 0x3381…082d, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:12:21.748 INFO New block received                      hash: 0x4f2e…52ff, slot: 414961
Oct 01 06:12:26.000 INFO Synced                                  slot: 414961, block: 0x4f2e…52ff, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:12:35.029 INFO New block received                      hash: 0x9b4e…b26d, slot: 414962
Oct 01 06:12:38.000 INFO Synced                                  slot: 414962, block: 0x9b4e…b26d, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:12:45.129 INFO New block received                      hash: 0xba0a…8c45, slot: 414963
Oct 01 06:12:50.000 INFO Synced                                  slot: 414963, block: 0xba0a…8c45, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:13:02.000 INFO Synced                                  slot: 414964, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:13:03.290 INFO New block received                      hash: 0x68cf…e95a, slot: 414964
Oct 01 06:13:08.941 INFO New block received                      hash: 0x7589…f1b9, slot: 414965
Oct 01 06:13:14.001 INFO Synced                                  slot: 414965, block: 0x7589…f1b9, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:13:26.001 INFO Synced                                  slot: 414966, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:13:33.327 INFO New block received                      hash: 0xd01c…00d8, slot: 414967
Oct 01 06:13:38.001 INFO Synced                                  slot: 414967, block: 0xd01c…00d8, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:13:50.000 INFO Synced                                  slot: 414968, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:13:56.696 INFO New block received                      hash: 0xaa47…eb14, slot: 414969
Oct 01 06:14:02.000 INFO Synced                                  slot: 414969, block: 0xaa47…eb14, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:14:09.718 INFO New block received                      hash: 0x7ea9…1edf, slot: 414970
Oct 01 06:14:14.001 INFO Synced                                  slot: 414970, block: 0x7ea9…1edf, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:14:20.376 INFO New block received                      hash: 0x6e1a…31f7, slot: 414971
Oct 01 06:14:26.001 INFO Synced                                  slot: 414971, block: 0x6e1a…31f7, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:14:38.000 INFO Synced                                  slot: 414972, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:14:47.193 INFO New block received                      hash: 0xa843…379c, slot: 414973
Oct 01 06:14:50.000 INFO Synced                                  slot: 414973, block: 0xa843…379c, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:15:02.000 INFO Synced                                  slot: 414974, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:15:14.000 INFO Synced                                  slot: 414975, block:    …  empty, epoch: 12967, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:15:26.001 INFO Synced                                  slot: 414976, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:15:27.608 INFO New block received                      hash: 0xab8b…0851, slot: 414976
Oct 01 06:15:32.799 INFO New block received                      hash: 0x1363…b247, slot: 414977
Oct 01 06:15:38.001 INFO Synced                                  slot: 414977, block: 0x1363…b247, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:15:45.509 INFO New block received                      hash: 0x57f9…9d4b, slot: 414978
Oct 01 06:15:50.000 INFO Synced                                  slot: 414978, block: 0x57f9…9d4b, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:16:02.000 INFO Synced                                  slot: 414979, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:16:08.798 INFO New block received                      hash: 0x9495…43cb, slot: 414980
Oct 01 06:16:14.001 INFO Synced                                  slot: 414980, block: 0x9495…43cb, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:16:22.178 INFO New block received                      hash: 0x1f34…827a, slot: 414981
Oct 01 06:16:26.001 INFO Synced                                  slot: 414981, block: 0x1f34…827a, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:16:34.566 INFO New block received                      hash: 0x849a…e810, slot: 414982
Oct 01 06:16:38.000 INFO Synced                                  slot: 414982, block: 0x849a…e810, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:16:45.637 INFO New block received                      hash: 0x8203…fc84, slot: 414983
Oct 01 06:16:50.001 INFO Synced                                  slot: 414983, block: 0x8203…fc84, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:16:57.067 INFO New block received                      hash: 0x23f4…1ffe, slot: 414984
Oct 01 06:17:02.001 INFO Synced                                  slot: 414984, block: 0x23f4…1ffe, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:17:14.000 INFO Synced                                  slot: 414985, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:17:26.001 INFO Synced                                  slot: 414986, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:17:38.000 INFO Synced                                  slot: 414987, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:17:50.001 INFO Synced                                  slot: 414988, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:17:58.760 INFO New block received                      hash: 0x8a6f…acb0, slot: 414989
Oct 01 06:18:02.000 INFO Synced                                  slot: 414989, block: 0x8a6f…acb0, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:18:09.717 INFO New block received                      hash: 0x6873…c92c, slot: 414990
Oct 01 06:18:14.000 INFO Synced                                  slot: 414990, block: 0x6873…c92c, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:18:26.001 INFO Synced                                  slot: 414991, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:18:32.764 INFO New block received                      hash: 0x9973…0b7d, slot: 414992
Oct 01 06:18:38.000 INFO Synced                                  slot: 414992, block: 0x9973…0b7d, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:18:45.539 INFO New block received                      hash: 0x8297…3d4d, slot: 414993
Oct 01 06:18:50.000 INFO Synced                                  slot: 414993, block: 0x8297…3d4d, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:18:57.642 INFO New block received                      hash: 0x1cb4…37aa, slot: 414994
Oct 01 06:19:02.001 INFO Synced                                  slot: 414994, block: 0x1cb4…37aa, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:19:14.001 INFO Synced                                  slot: 414995, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:19:21.396 INFO New block received                      hash: 0xb40c…7823, slot: 414996
Oct 01 06:19:26.000 INFO Synced                                  slot: 414996, block: 0xb40c…7823, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:19:33.839 INFO New block received                      hash: 0x71c8…c435, slot: 414997
Oct 01 06:19:38.000 INFO Synced                                  slot: 414997, block: 0x71c8…c435, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 51, service: slot_notifier
Oct 01 06:19:47.450 INFO New block received                      hash: 0x3f2c…f5e0, slot: 414998
Oct 01 06:19:50.001 INFO Synced                                  slot: 414998, block: 0x3f2c…f5e0, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:20:02.000 INFO Synced                                  slot: 414999, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:20:09.765 INFO New block received                      hash: 0x09c9…31d7, slot: 415000
Oct 01 06:20:14.001 INFO Synced                                  slot: 415000, block: 0x09c9…31d7, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:20:21.287 INFO New block received                      hash: 0xc83b…aa9a, slot: 415001
Oct 01 06:20:26.000 INFO Synced                                  slot: 415001, block: 0xc83b…aa9a, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 53, service: slot_notifier
Oct 01 06:20:37.463 INFO Imported deposit log(s)                 new: 1, total: 77590, latest_block: 3495921, service: eth1_rpc
Oct 01 06:20:38.000 INFO Synced                                  slot: 415002, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:20:44.964 INFO New block received                      hash: 0xe47b…2624, slot: 415003
Oct 01 06:20:50.000 INFO Synced                                  slot: 415003, block: 0xe47b…2624, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 52, service: slot_notifier
Oct 01 06:20:51.472 INFO Imported deposit log(s)                 new: 1, total: 77590, latest_block: 3495921, service: eth1_rpc
Oct 01 06:20:57.183 INFO New block received                      hash: 0xaa7b…38bc, slot: 415004
Oct 01 06:21:02.000 INFO Synced                                  slot: 415004, block: 0xaa7b…38bc, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:21:14.001 INFO Synced                                  slot: 415005, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:21:26.001 INFO Synced                                  slot: 415006, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 55, service: slot_notifier
Oct 01 06:21:38.000 INFO Synced                                  slot: 415007, block:    …  empty, epoch: 12968, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 54, service: slot_notifier
Oct 01 06:21:50.000 INFO Synced                                  slot: 415008, block:    …  empty, epoch: 12969, finalized_epoch: 12965, finalized_root: 0x84aa…442a, peers: 50, service: slot_notifier
Oct 01 06:21:50.951 INFO New block received                      hash: 0x201c…1d95, slot: 415008
Oct 01 06:21:57.103 INFO New block received                      hash: 0xa2eb…3606, slot: 415009
Oct 01 06:22:02.001 INFO Synced                                  slot: 415009, block: 0xa2eb…3606, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:22:14.001 INFO Synced                                  slot: 415010, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:22:22.621 INFO New block received                      hash: 0x3e84…5696, slot: 415011
Oct 01 06:22:26.000 INFO Synced                                  slot: 415011, block: 0x3e84…5696, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:22:38.000 INFO Synced                                  slot: 415012, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:22:45.013 INFO New block received                      hash: 0xe0f5…48cb, slot: 415013
Oct 01 06:22:50.001 INFO Synced                                  slot: 415013, block: 0xe0f5…48cb, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:22:56.997 INFO New block received                      hash: 0xb14a…4e19, slot: 415014
Oct 01 06:23:02.000 INFO Synced                                  slot: 415014, block: 0xb14a…4e19, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:23:14.001 INFO Synced                                  slot: 415015, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:23:18.585 INFO New block received                      hash: 0x05fe…3047, slot: 415015
Oct 01 06:23:26.000 INFO Synced                                  slot: 415016, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:23:33.616 INFO New block received                      hash: 0x6a12…dec6, slot: 415017
Oct 01 06:23:38.000 INFO Synced                                  slot: 415017, block: 0x6a12…dec6, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 54, service: slot_notifier
Oct 01 06:23:44.814 INFO New block received                      hash: 0x63cd…a976, slot: 415018
Oct 01 06:23:50.000 INFO Synced                                  slot: 415018, block: 0x63cd…a976, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:23:56.904 INFO New block received                      hash: 0x91a9…ef91, slot: 415019
Oct 01 06:24:02.000 INFO Synced                                  slot: 415019, block: 0x91a9…ef91, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:24:09.586 INFO New block received                      hash: 0x63cf…9e15, slot: 415020
Oct 01 06:24:14.000 INFO Synced                                  slot: 415020, block: 0x63cf…9e15, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:24:21.325 INFO New block received                      hash: 0xc7e0…6855, slot: 415021
Oct 01 06:24:26.000 INFO Synced                                  slot: 415021, block: 0xc7e0…6855, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:24:33.142 INFO New block received                      hash: 0x1447…6cad, slot: 415022
Oct 01 06:24:38.001 INFO Synced                                  slot: 415022, block: 0x1447…6cad, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 54, service: slot_notifier
Oct 01 06:24:50.000 INFO Synced                                  slot: 415023, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:24:56.962 INFO New block received                      hash: 0x2b01…ec18, slot: 415024
Oct 01 06:25:02.000 INFO Synced                                  slot: 415024, block: 0x2b01…ec18, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:25:09.114 INFO New block received                      hash: 0x75aa…be03, slot: 415025
Oct 01 06:25:14.000 INFO Synced                                  slot: 415025, block: 0x75aa…be03, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:25:20.531 INFO New block received                      hash: 0x3d3a…d1c9, slot: 415026
Oct 01 06:25:26.000 INFO Synced                                  slot: 415026, block: 0x3d3a…d1c9, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:25:33.111 INFO New block received                      hash: 0x02b0…c9f1, slot: 415027
Oct 01 06:25:38.000 INFO Synced                                  slot: 415027, block: 0x02b0…c9f1, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:25:50.000 INFO Synced                                  slot: 415028, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:25:57.575 INFO New block received                      hash: 0x7c5e…1e34, slot: 415029
Oct 01 06:26:02.001 INFO Synced                                  slot: 415029, block: 0x7c5e…1e34, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 55, service: slot_notifier
Oct 01 06:26:09.494 INFO New block received                      hash: 0xc0a9…b41b, slot: 415030
Oct 01 06:26:14.001 INFO Synced                                  slot: 415030, block: 0xc0a9…b41b, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:26:20.918 INFO New block received                      hash: 0x65b2…8a25, slot: 415031
Oct 01 06:26:26.000 INFO Synced                                  slot: 415031, block: 0x65b2…8a25, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 54, service: slot_notifier
Oct 01 06:26:38.000 INFO Synced                                  slot: 415032, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 54, service: slot_notifier
Oct 01 06:26:50.000 INFO Synced                                  slot: 415033, block:    …  empty, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 52, service: slot_notifier
Oct 01 06:26:57.723 INFO New block received                      hash: 0xdc0b…2757, slot: 415034
